825142,ddaarr,16650,808,9262417,154
825354,red1313,43670,86,922319,359
829292,1darek,28348,1,11581,444
830069,Oktawianus+M%C5%9Bciciel,54856,1838,19824455,28
830404,PiastMariusz,16650,527,5342083,219
831924,zelaznapompka,41084,965,10478883,138
832005,W%C5%82adca+WiTeK,16650,273,2979396,275
832354,edekzkrainy,54565,1559,17345742,49
832492,marszal626,43670,506,6149924,199
832614,Kerajjaro,16650,617,5917806,207
835112,Vortigern666,54565,978,10052502,144
838127,Patycki,41084,505,5641307,208
838382,mzungu,0,6,59825,434
838683,Galiahas,41084,200,1868958,313
844197,asdfghd1,43670,1343,16315637,62
844956,tapirek,16650,725,8520424,167
845948,jozwo,41084,1283,14262009,86
846103,kamilBradford,54565,1615,18486915,39
847708,mrrocky,43670,423,5020062,230
847819,SPARTAGRESOR,41084,1106,13034274,100
853250,Kr%40tol,43670,1500,18107119,41
853853,teczabiskupiec,41084,838,9218998,156
859137,kruk9090,43670,237,2880391,278
859163,Krysia111,16650,939,10909668,132
862414,czarny+C,16650,1460,17312514,51
862861,Ciekiel,54958,12,103031,427
866486,Marcinb115,43670,335,3711078,252
871893,kicio123,41084,507,6137246,200
875623,dudi271,16650,375,4483745,242
876359,wsiok13,54565,750,8567801,166
876826,Trawerson,54757,1,1504,457
880990,Luka89,54565,1220,12916780,102
883019,Karabaj,41084,1813,19139928,31
883555,sllloma,41084,579,5922812,205
884732,pirat1241,41084,1026,12146753,108
885774,ukasik21,54565,414,4711148,236
886791,Vigo1988,43670,441,5285756,222
887743,Gen.Whiskey,43670,398,4568626,240
888081,Tojfer,16650,415,4558747,241
890067,beatris777,55030,1278,13984229,91
890835,tequilas+van+got,55114,1,2314,453
894572,pawelqs,41084,1483,18019496,43
896470,Vektrus+I,54565,1468,17331842,50
897943,k%C4%99dzior687,54565,397,4705003,237
899686,Woman+In+Black,16650,1059,11177128,128
901815,ZcK55,16650,659,6760339,193
902058,ZcK5,16650,734,7129198,185
902453,MaxxGda,54565,1121,11159755,129
903980,Ronnin,16650,1487,15350112,73
906601,olesM,55068,27,290905,406
912039,Radomir18,16650,488,5926058,204
912110,Matka+Polka,41084,984,11690578,120
912977,fajfy,43670,110,1091956,351
914550,roman-1970,43670,34,403892,396
921930,matrei,16650,1553,18856901,33
926823,luki0911,54565,1713,19062151,32
932609,Kylopan,54565,1395,15786680,68
942852,Lesio2,54565,1301,14807550,78
949259,Milten10,54769,6,18766,439
949777,MarcinKr,16650,230,2096821,306
951449,Elnor,18504,1,370,459
958386,maxter82,54565,1,5999,448
975226,Diablowhite,41084,832,9556169,148
976627,kamilzet,8280,182,1860903,314
987696,tayson+1994,41084,738,8921024,158
994283,Darheda,55030,211,2320968,295
1010133,Marcopolus123,43670,153,1858295,315
1015528,XXARDASS,54565,1521,17297964,52
1018039,julianka,54704,481,5277928,223
1021294,rafi489,43670,1149,12985241,101
1023690,HABIBULIN,54565,1077,11141637,130
1035595,Gustaw-Jelen,54565,756,8331150,171
1046736,Sofusek,41084,195,2168045,303
1050030,Monte11,55030,283,3247074,268
1053260,HellMare21,43670,1431,16824325,58
1069955,kazamat,0,1,12154,441
1070082,asiorekc,54565,1225,13925712,93
1072032,tomus37,55142,15,154114,421
1092975,konradkodi,43670,463,4780224,235
1099362,Xafius,54992,66,758452,366
1103424,%C5%81ukasz194,41084,239,2254282,297
1104156,parysony21,0,7,7981,446
1129384,aniusia999,43670,520,5340846,220
1159728,kant37,41084,1179,13040537,99
1170713,100482,43670,432,5130003,225
1173404,Kenic011,16650,700,7162569,184
1186610,ave.fifola,55030,287,2650177,286
1186825,gustlik1013,43670,170,2002346,309
1187745,pudzian01,16650,799,8965778,157
1215698,Bercik71,0,2,15469,440
1216997,tomekjokiel,43670,308,3558572,259
1226222,lippaa,43670,249,2681924,282
1231442,skejt+damians,54769,63,210414,411
1232216,marcinko050792,54565,1385,16775078,60
1232623,matfab7,16650,243,2874856,279
1238481,piwowarczyk,43670,64,722259,369
1240591,WitekZ,16650,444,5329639,221
1248017,WarsKrak,43670,580,5376251,216
1259976,gregus-gregorjan,0,1,1214,458
1263125,asia+%C5%BCabka,43670,460,4974570,232
1278421,kamilwwww0,43670,1757,21288575,20
1282798,Michql,16650,807,8854967,160
1286643,Mmaniek123,55030,126,1325815,342
1286959,joeblack7,16650,623,7564148,181
1293001,Slawek955,0,458,5549176,212
1296233,wariatk%C3%B3w,54565,1375,15548829,72
1322465,Kossaa,0,90,561535,381
1327686,Galwamore,43670,561,6817679,190
1345117,AsasynRz,55030,106,975064,356
1347679,ocean+ognia,43670,92,736841,368
1349337,Syriusz100,55030,149,1537693,327
1355633,sas2007,0,33,354130,400
1397158,holdi2,41084,239,2625281,288
1400289,1danio1,43670,188,1597611,323
1404392,Air+Raid,43670,1411,17100464,55
1424417,kannnas,0,14,147097,422
1427867,fireman007,43670,370,3680545,253
1428474,chuba,0,6,7399,447
1438265,onet777,43670,293,2669930,283
1450160,armagedon1976,16650,532,4880028,233
1455793,Piomal,54565,273,3302512,266
1466020,grozna+malpa,55008,1,116,460
1509350,Lakers900,41084,6,69868,431
1539899,Jarek+19931,0,110,1035390,352
1541784,bigwitok,43670,178,2145527,304
1558093,panasik,19711,572,5584309,210
